Folder,segment_id,speaker,speaker_segment_id,start_time,end_time,duration,video_file,audio_file,transcript,Emotion Audio (final),Text Emotion (final),Video Emotion (final),Final Overall (majority of modalities),Audio Clarity (final),Speaker Gender (any),Speaker Identity (any)
videoplayback (67),8,SPEAKER_01,8,71.56409375,76.57596875,5.011875,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,كان عايز على طول شد مع بعض ومش عارف ايه بس لا انا معرفش اعمل ده,,Sadness,,Sadness,Clear,Female,badrıa tolba
videoplayback (68),1,SPEAKER_04,1,118.6115938,126.9309688,8.319375,videos/SPEAKER_04/SPEAKER_04_segment_0001.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0001.wav,مالو بين خلقا. لا لا لا. انا جاي احدي النفوس النهاردة. بكر انفوسهم صافية دي جاهي خالص. بجان. ووضح في العين.,Surprise,,Surprise,Surprise,Clear,Female,filter
videoplayback (68),10,SPEAKER_02,2,394.9565938,400.0190938,5.0625,videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0002.wav,أنا ما عم بحمل شخص دانتو عم أقول له تعالي عندي وما عم بجبره عشي ما فيك تقولي أنا عم بنصو,Anger,,Anger,Anger,Clear,Female,filter
videoplayback (68),15,SPEAKER_01,5,584.8509688,591.4828438,6.631875,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,إلا حاجة واحدة إنه يجيب رحم طبعا أتحداه صح فسمير هو سمير,Anger,Anger,Disgust,Anger,Clear,Female,basma wehba
videoplayback (68),16,SPEAKER_03,3,591.8709688,598.1653438,6.294375,videos/SPEAKER_03/SPEAKER_03_segment_0003.mp4,audios/SPEAKER_03/SPEAKER_03_segment_0003.wav,سمير اتلم ها؟ سمير مفيش الها؟,Happiness,Surprise,Happiness,Happiness,Noisy,Female,badrıa tolba
videoplayback (68),2,SPEAKER_04,2,135.9759688,148.9022188,12.92625,videos/SPEAKER_04/SPEAKER_04_segment_0002.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0002.wav,وكمذيعة جميلة كده وانا اتبسطت جدا لما انتي قلتي انا بشتغل منتج منفذ لبرامجي يعني انا اللي بنتج البرنامج و ادي المحطة بس شريط تذيعه عجبني اوي ده فيكي يعني لا بجد بجد قوية يعني,Happiness,Happiness,Happiness,Happiness,Clear,Female,entisar
videoplayback (68),5,SPEAKER_03,1,324.9422188,337.5815938,12.639375,videos/SPEAKER_03/SPEAKER_03_segment_0001.mp4,audios/SPEAKER_03/SPEAKER_03_segment_0001.wav,انا بصوا انا هجاوبكم على كل ازمة. بس عشان تبقي عارفة برضو. ايوة. الكرسي ده. ايوة. ضيوف بيجوا شوية ويتحكي له على الله. ايوة.,Happiness,,Happiness,Happiness,Clear,Female,filter
videoplayback (68),8,SPEAKER_02,0,355.6547188,368.8847188,13.23,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,مش انت كنت اسمك ناجي و كنت راجل انت هتتهرب من حاجة زي كده هبدا ماضي ماضي ايوة بس ما يفعش تتنلص مني ما بيحدد انا شو هلا و انت كنت في يوم من الايام راجل اوكي بس ما بيحدد انا شو هلا ايوة,Anger,Surprise,Anger,Anger,Clear,Female,filter
videoplayback (68),9,SPEAKER_02,1,382.7222188,394.1128438,11.390625,videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0001.wav,انا ما بشي اذا كنت ما بحمل شخص من دينته بقل له غصبا عنك بدك تجي هيدا انسان معجب فيي طلع فيي انا عجبته اوكي فاين ما عم بحمله بدينته بقل له تعال عندي,Anger,Anger,Anger,Anger,Clear,Female,filter
videoplayback (70),0,SPEAKER_01,0,19.20096875,23.26784375,4.066875,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,تعبت هو أنا متجوزاك عشان أسمع مشاكل يارا,Sadness,Anger,Anger,Anger,Clear,Female,nourhan
videoplayback (70),1,SPEAKER_01,1,24.48284375,33.47721875,8.994375,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,وعشان أداوي جروحك مع منيرة وعشان أتئذي من ياسر هو أنا مليش حق أن أنا أتكلم مليش حق أن حد يسمعني,Sadness,Anger,Sadness,Sadness,Clear,Female,filter
videoplayback (70),10,SPEAKER_00,1,197.3503438,202.2272188,4.876875,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,أختي وأمي وبنتي وحبيبتي مش بس مراتي,Happiness,Happiness,Sadness,Happiness,Clear,Male,tawfik abdelhamid
videoplayback (70),11,SPEAKER_00,2,207.9140938,226.9997188,19.085625,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,عايش معاكي زي ما أنا حابب اعيش بتكلم من غير ما افكر أو أرتب أفكاري مش قلقان أنك تعترضي أو تتريقي أو تشخطي أو تنطري باكل زي ما أنا عايز والبس زي ما أنا عايز عايش زي طبيعتي حاتم حاتم بتاع طنطا,Happiness,Happiness,Sadness,Happiness,Clear,Male,tawfik abdelhamid
videoplayback (70),12,SPEAKER_00,3,246.1697188,250.0847188,3.915,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,انت اقرب حد ليا أكتر حد بيفهمني ويحس بيا,Happiness,Happiness,Sadness,Happiness,Clear,Male,tawfik abdelhamid
videoplayback (70),13,SPEAKER_00,4,258.4209688,265.9134688,7.4925,videos/SPEAKER_00/SPEAKER_00_segment_0004.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0004.wav,صدقيني هتعدي المحنة دي وهعوضك عن كل اللي حصل اديني بس فرصة,Sadness,,Sadness,Sadness,Clear,Male,tawfik abdelhamid
videoplayback (70),2,SPEAKER_01,2,34.50659375,39.24846875,4.741875,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,يعني أنا المفروض طول الوقت أقعد أسمع في مشاكلك وأفكر لك في حلول بس,Sadness,Anger,Anger,Anger,Clear,Female,nourhan
videoplayback (70),3,SPEAKER_01,3,45.96471875,50.92596875,4.96125,videos/SPEAKER_01/SPEAKER_01_segment_0003.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0003.wav,من غير أي سبب معملتش أي حاجة كل ذنبي هو ان انا متجوزاك,Anger,Anger,Anger,Anger,Clear,Female,nourhan
videoplayback (70),4,SPEAKER_01,4,56.69721875,64.02096875,7.32375,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav,بالعكس أنا طول الوقت بحاول بكل الطرق الممكنة أني احافظلك على عيلتك وعلى بيتك,Anger,Sadness,Anger,Anger,Clear,Female,nourhan
videoplayback (70),5,SPEAKER_00,0,75.19221875,81.70596875,6.51375,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,بس اوعي تفتكري إن أنا مصهين أو ساكت عن حقك حقك هيرجع لك تالت ومتلت قسما بالله,Anger,Anger,Sadness,Anger,Clear,Male,tawfik abdelhamid
videoplayback (70),6,SPEAKER_01,5,82.04346875,85.55346875,3.51,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,هو في حق في الدنيا هيعوض دقيقة واحدة من اللي أنا قضيتها في الحجز,Anger,Sadness,Anger,Anger,Clear,Female,nourhan
videoplayback (70),7,SPEAKER_01,6,92.87721875,100.1672188,7.29,videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0006.wav,ولا هيعوض مراتك لما أهانتني في المستشفى وأنا ساكتة ومخروسة مش قادرة أتكلم صابرة علشان خطرك,Anger,Anger,Anger,Anger,Clear,Female,nourhan
videoplayback (70),8,SPEAKER_01,7,102.0909688,106.7484688,4.6575,videos/SPEAKER_01/SPEAKER_01_segment_0007.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0007.wav,مفيش حاجة في الدنيا تقدر تعملها دلوقتي يا حاتم هتعوضني عن اللي اتعمل فيها,Sadness,Sadness,Sadness,Sadness,Clear,Female,nourhan
videoplayback (70),9,SPEAKER_01,8,178.7878438,184.5422188,5.754375,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,لا أنا فعلاً عايزاك ترجعلهم ارجعلهم ارجع لحياتك ولبيتك,Sadness,Sadness,Sadness,Sadness,Clear,Female,nourhan
videoplayback (71),1,SPEAKER_00,0,51.53346875,55.24596875,3.7125,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,طب انت عرفت الحساب اللي الفلوس اتحولت عليه ده باسم مين؟,Fear,Fear,Fear,Fear,Noisy,Female,nourhan
videoplayback (71),10,SPEAKER_04,3,273.2540938,276.9159688,3.661875,videos/SPEAKER_04/SPEAKER_04_segment_0003.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0003.wav,وانتي تستاهلي يوسف علشان كده عايزك ترجعيله,Anger,,Anger,Anger,Clear,Male,mahmoud hegazy
videoplayback (71),2,SPEAKER_03,0,63.39659375,67.48034375,4.08375,videos/SPEAKER_03/SPEAKER_03_segment_0000.mp4,audios/SPEAKER_03/SPEAKER_03_segment_0000.wav,ماشي يا ياسر انت ابتديت استحمل,Anger,Anger,Anger,Anger,Noisy,Male,tawfik abdelhamid
videoplayback (71),3,SPEAKER_04,0,114.7978438,119.7590938,4.96125,videos/SPEAKER_04/SPEAKER_04_segment_0000.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0000.wav,رجعله الفلوس و اعتذرله عن القضية تعالي بقى علشان نقعد ونتفاهم,,Anger,,Anger,Clear,Male,mahmoud hegazy
videoplayback (71),4,SPEAKER_05,0,179.8340938,185.9597188,6.125625,videos/SPEAKER_05/SPEAKER_05_segment_0000.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0000.wav,لا لا لا لا مصلحتي أنا عارفاها كويس اوي ويمكن أكتر منك كمان خليك أنت في البلاوي السودا اللي أنت عاملها في ابوك,Anger,Anger,Anger,Anger,Clear,Female,reham haggag
videoplayback (71),5,SPEAKER_04,1,186.3140938,190.3809688,4.066875,videos/SPEAKER_04/SPEAKER_04_segment_0001.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0001.wav,البلاوي السودة اللي أنا عاملها في ابويا دي هي اللي حامياكوا ومخلياكوا معاكوا فلوس,Anger,Anger,Anger,Anger,Clear,Male,mahmoud hegazy
videoplayback (71),6,SPEAKER_05,1,190.5834688,195.9834688,5.4,videos/SPEAKER_05/SPEAKER_05_segment_0001.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0001.wav,حاميانا من إيه بالزبط؟ وفلوس إيه اللي أنت بتتكلم عليها يابو فلوس؟ تكونش واصي علينا ولا حاجة؟,Anger,Anger,Anger,Anger,Clear,Female,reham haggag
videoplayback (71),7,SPEAKER_04,2,196.5065938,200.9953438,4.48875,videos/SPEAKER_04/SPEAKER_04_segment_0002.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0002.wav,يعني انتي عايزاني ارجعله الفلوس علشان يروح يدفع لمها دي مليون جنيه,Anger,Anger,Anger,Anger,Clear,Male,mahmoud hegazy
videoplayback (71),8,SPEAKER_05,2,201.3834688,206.2097188,4.82625,videos/SPEAKER_05/SPEAKER_05_segment_0002.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0002.wav,هو أنت فاكر أن الفيل ابو زلومة هنا ولا حاجة؟ ما أنا وأنت عارفين كويس اوي ان أنت اللي ورا الموضوع ده؟,Anger,Anger,Anger,Anger,Clear,Female,reham haggag
videoplayback (71),9,SPEAKER_05,3,227.6072188,231.3365938,3.729375,videos/SPEAKER_05/SPEAKER_05_segment_0003.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0003.wav,مش أنا عملت اشاعة على دراعي وطلع فيه عيب خطير اوي,Anger,Surprise,,Anger,Clear,Female,reham haggag
videoplayback (72),0,SPEAKER_01,0,10.08846875,16.68659375,6.598125,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,هي العقربة اللي انت اتجوزتها اكيد يا حبيبي عملتك عمل شقلبت كيانك وخلتك واحد تاني,Anger,Anger,Sadness,Anger,Clear,Female,commoner
videoplayback (72),1,SPEAKER_00,0,41.40846875,44.73284375,3.324375,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,ابنك اللي ذلتيه معاكي وهو عيل ماكملش ست سنين,Anger,Disgust,Anger,Anger,Clear,Male,karim kassem
videoplayback (72),10,SPEAKER_01,2,157.7953438,162.8747188,5.079375,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,ده انت وعيت على حاتم شايلك في حضنه وكنت بتقوله يا بابا وانت صغير,Sadness,Sadness,Sadness,Sadness,Clear,Female,commoner
videoplayback (72),11,SPEAKER_01,3,185.4028438,188.9972188,3.594375,videos/SPEAKER_01/SPEAKER_01_segment_0003.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0003.wav,أتجوز وأجيبلك جوز أم يهين كرامتك ويبهدلك,Anger,Anger,Anger,Anger,Clear,Female,commoner
videoplayback (72),12,SPEAKER_01,4,201.0965938,204.9609688,3.864375,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav,قصرت معاك في ايه؟ قولي قصرت معاك في ايه؟,Anger,Anger,Sadness,Anger,Clear,Female,commoner
videoplayback (72),13,SPEAKER_00,8,231.4378438,234.4584688,3.020625,videos/SPEAKER_00/SPEAKER_00_segment_0008.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0008.wav,انتي امتى امتى هتحسي باللي جوايا,Anger,Sadness,Anger,Anger,Clear,Male,karim kassem
videoplayback (72),14,SPEAKER_00,9,238.0865938,245.0053438,6.91875,videos/SPEAKER_00/SPEAKER_00_segment_0009.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0009.wav,ما انتي هتفهميني ازاي اصلا وانتي اخر طموحك واحلامك ان انا اتجوز يارا,Anger,Anger,Anger,Anger,Clear,Male,karim kassem
videoplayback (72),16,SPEAKER_01,5,300.3890938,307.9322188,7.543125,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,امشي يا خالد مش عايزة اشوفك تاني خلاص امشي اطلع برا امشي مش عايزة اشوفك تاني في حياتي,Anger,Anger,Anger,Anger,Clear,Female,commoner
videoplayback (72),2,SPEAKER_00,1,65.57346875,69.69096875,4.1175,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,فاكرة لما بتقوليلي خد يا حبيبي اللبس ده داق على ياسر,Sadness,Sadness,Sadness,Sadness,Clear,Male,karim kassem
videoplayback (72),3,SPEAKER_00,2,77.74034375,84.60846875,6.868125,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,ولا الجزمة دي ياسر يا دوبك لبسها مرتين هي صحيح وسخة ومش عاجباه بس خدها يا خالد,Sadness,Sadness,Sadness,Sadness,Clear,Male,karim kassem
videoplayback (72),4,SPEAKER_00,3,93.95721875,97.41659375,3.459375,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,وتقوليلي انت ازاي تتخانق مع ابن خالتك انت اتجننت,Anger,Sadness,Sadness,Sadness,Clear,Male,karim kassem
videoplayback (72),5,SPEAKER_00,4,98.85096875,102.3272188,3.47625,videos/SPEAKER_00/SPEAKER_00_segment_0004.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0004.wav,بقولك يا ماما ده ضربني وهاني قدام الناس,Anger,Sadness,Sadness,Sadness,Clear,Male,karim kassem
videoplayback (72),6,SPEAKER_00,5,103.5928438,107.8790938,4.28625,videos/SPEAKER_00/SPEAKER_00_segment_0005.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0005.wav,وانتي تقولي لي لا لازم تروح تتأسفله وتبوس راسه,Anger,Sadness,Anger,Anger,Clear,Male,karim kassem
videoplayback (72),7,SPEAKER_00,6,121.0753438,124.9228438,3.8475,videos/SPEAKER_00/SPEAKER_00_segment_0006.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0006.wav,وانا ما عملتش حاجة غلط مش عارف اصلا بتأسف ليه,Anger,Sadness,Anger,Anger,Clear,Male,karim kassem
videoplayback (72),8,SPEAKER_00,7,130.6434688,134.9972188,4.35375,videos/SPEAKER_00/SPEAKER_00_segment_0007.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0007.wav,خلي بالك ممكن يقطعوا عننا المصروف ونموت من الجوع,Sadness,Fear,Sadness,Sadness,Clear,Male,karim kassem
videoplayback (72),9,SPEAKER_01,1,149.3578438,153.3572188,3.999375,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,بتتكلم عن الناس اللي وقفوا مع أمك وهي لوحدها وربوك,Sadness,Surprise,Sadness,Sadness,Clear,Female,commoner
videoplayback (74),10,SPEAKER_00,8,221.2453438,235.1840938,13.93875,videos/SPEAKER_00/SPEAKER_00_segment_0008.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0008.wav,دخلت فأنا بقى كان عندي 17 سنة وماسكة الدوسية ومتحمسة اوي أني أبقى ممثلة قابلني واحد كده قاعد على هو تقريباً مش من المعهد أصلاً قال إنتي إلهام شاهين الجاية,Happiness,Happiness,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),11,SPEAKER_00,9,256.8178438,269.4403438,12.6225,videos/SPEAKER_00/SPEAKER_00_segment_0009.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0009.wav,الامتحان كمان كام يوم أنا بقا مش فاهمة مشهدين إيه هو اسمه معهد فنون مسرحية يعني مشهدين من مسرح أنا وأنا صغيرة كنت بقلد دايماً غادة عادل في الباشا تلميذ,Happiness,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),12,SPEAKER_01,2,282.2990938,288.0365938,5.7375,videos/SPEAKER_01/SPEAKER_01_segment_0002.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0002.wav,ايوة ايوة عرفاه ازاي بس خليني انا كمان اختبرك وامتحنك,Happiness,Surprise,Happiness,Happiness,Clear,Female,essad younis
videoplayback (74),14,SPEAKER_00,11,309.3665938,313.9903438,4.62375,videos/SPEAKER_00/SPEAKER_00_segment_0011.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0011.wav,فعمالة اقول إيه الناس دي؟ انا جامدة اوي مش عارفة كان عندي ثقة في نفسي غريبة,Surprise,Surprise,Surprise,Surprise,Clear,Female,caroline azmy
videoplayback (74),18,SPEAKER_00,15,401.2340938,409.0134688,7.779375,videos/SPEAKER_00/SPEAKER_00_segment_0015.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0015.wav,قالولي ماشي خدي رقم الجلوس واتفضلي قولتلهم اوكي انا بقا طبعا ماشية عمالة ابص للناس اللي هو ايه اللي أنتوا بتعملوه ده,Disgust,Amiguous,Surprise,Disgust,Clear,Female,caroline azmy
videoplayback (74),2,SPEAKER_01,1,63.63284375,68.20596875,4.573125,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,مين بقا النجمة الجديدة اللي هم عايزين يقربوا منها أكتر ويعرفوها؟,Surprise,Surprise,Surprise,Surprise,Clear,Female,essad younis
videoplayback (74),21,SPEAKER_00,18,461.9334688,471.3497188,9.41625,videos/SPEAKER_00/SPEAKER_00_segment_0018.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0018.wav,وخلاص كنت فهمت بقا أنا منجحتش ليه اه فقولت هتدرب وادخل وكدا فنزلت اشتغلت اشتغلت في حضانة,Neutral,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),22,SPEAKER_00,19,497.7253438,504.2222188,6.496875,videos/SPEAKER_00/SPEAKER_00_segment_0019.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0019.wav,فالمهم اشتغلت أربع شهور قبل التقديم وجمعت الفلوس فعلاً وروحت المعهد واتدربت,Neutral,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),23,SPEAKER_00,20,504.5934688,508.0359688,3.4425,videos/SPEAKER_00/SPEAKER_00_segment_0020.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0020.wav,واتدربت قبل الامتحان بشهرين,Neutral,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),25,SPEAKER_00,22,542.3259688,548.1984688,5.8725,videos/SPEAKER_00/SPEAKER_00_segment_0022.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0022.wav,فالمهم ما هو برضو الفلوس مش مكفية لإن اتدربت عن يعني كان عايز فلوس كتير,Neutral,Sadness,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),26,SPEAKER_00,23,550.5609688,554.3747188,3.81375,videos/SPEAKER_00/SPEAKER_00_segment_0023.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0023.wav,كنت باخد 650 هنا و850 هنا يعني في الشهر,Neutral,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),3,SPEAKER_00,1,83.42721875,89.67096875,6.24375,videos/SPEAKER_00/SPEAKER_00_segment_0001.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0001.wav,نشأت وسط عيلة متوسطة بس عيلة مصرية مترابطة جداً,Happiness,Happiness,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),32,SPEAKER_00,28,725.3353438,745.1803438,19.845,videos/SPEAKER_00/SPEAKER_00_segment_0028.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0028.wav,ولا ومينفعش وانتي انتي موهومة لازم تأمني مستقبلك هو شايف ان انا كنت مش هعمل حاجة مش هو بصراحة يعني هو وكذا حد كان يفضل يقول لي لا قليل اوي اللي بيحققوا,Neutral,Sadness,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),33,SPEAKER_00,29,745.5853438,750.6647188,5.079375,videos/SPEAKER_00/SPEAKER_00_segment_0029.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0029.wav,وحنا كمان عشان ملناش أي حد في الوسط ف موضوع صعب,Neutral,Sadness,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (74),34,SPEAKER_00,30,770.4084688,778.9472188,8.53875,videos/SPEAKER_00/SPEAKER_00_segment_0030.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0030.wav,فواحدة واحدة بدأت اعمل مسرحيات بدأت أعزمه بدأ ييجي شوية شوية بدأ يقتنع بيا دلوقتي بقا هو اللي بيشجعني,Happiness,Happiness,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),5,SPEAKER_00,3,102.6815938,112.1484688,9.466875,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,بعيد كل البعد عن التمثيل ملناش أي حد في التمثيل فأنا طول عمري من وانا صغيرة كنت أقف أمثل قدام المراية,Happiness,Neutral,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),6,SPEAKER_00,4,112.3678438,123.7247188,11.356875,videos/SPEAKER_00/SPEAKER_00_segment_0004.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0004.wav,كنت حاسة أن انا بحب التمثيل بحب الشخصيات بحب اوي نادية الجندي أفضل أقلدلهم نادية الجندي مع أن كانوا يقولوا طفلة صغيرة بتحب نادية الجندي ليه افلام,Happiness,Neutral,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),7,SPEAKER_00,5,138.1022188,153.7115938,15.609375,videos/SPEAKER_00/SPEAKER_00_segment_0005.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0005.wav,"أنا حاسة أن هي أكتر ممثلة، مثلت الشعبي يعني أحب أمثل زيها، أحب أتعلم منها فهم كانوا قاعدين شايفيني في مسرح المدرسة شايفيني دايماً بعمل مسرحيات",Happiness,Neutral,Happiness,Happiness,Clear,Female,caroline azmy
videoplayback (74),8,SPEAKER_00,6,153.8972188,161.8959688,7.99875,videos/SPEAKER_00/SPEAKER_00_segment_0006.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0006.wav,بس مكانوش متخيلين اني ابقى ممثلة حتى لما جيت قولتلهم قعدوا يضحكوا يعني ماشي ان شاء الله ان شاء الله بكرة,Happiness,Happiness,Neutral,Happiness,Clear,Female,caroline azmy
videoplayback (74),9,SPEAKER_00,7,194.5997188,199.9659688,5.36625,videos/SPEAKER_00/SPEAKER_00_segment_0007.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0007.wav,والله دخلت كتبت عالنت معهد تمثيل طلعلي معهد فنون مسرحية,Neutral,Neutral,Neutral,Neutral,Clear,Female,caroline azmy
videoplayback (75),0,SPEAKER_01,0,8.45159375,23.45346875,15.001875,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,أني متجوزتش بدري متجوزتش بالذات محمد بدري لمت نفسي لأنه مديتوش فرصة إن إحنا نتعرف على بعض كنت أكيد اتجوزنا بدري وكان جوني وجوليا دلوقتي كبار وكده فدي لمت اه دي الحاجة اللي أنا,Sadness,Sadness,Sadness,Sadness,Clear,Female,jannat
videoplayback (75),12,SPEAKER_01,10,216.5540938,235.0322188,18.478125,videos/SPEAKER_01/SPEAKER_01_segment_0010.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0010.wav,برضو زمان كنت مترددة مش واضحة أمثل لا طيب هنا بنقعد وبنخلاص وبروفات ومش بروفات فالناس فعلا في ناس أنا غلطت في حقها كتير يعني مخرجين كبار وكده غلطت معاهم أن أنا كنت بعد ما بخوض التجربة باجي في الآخر وبنسحب حاجة دي ندمت علىها جدا,Sadness,Sadness,Sadness,Sadness,Clear,Female,jannat
videoplayback (75),5,SPEAKER_01,4,68.93159375,77.08221875,8.150625,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav,بيبقى فيها عيوب كتيرة قوي أولها أنه مبيحبش نجاح مراته في رجالة كتير كده الأغلبية يعني بحس بكده,Disgust,Disgust,Neutral,Disgust,Clear,Female,jannat
videoplayback (75),6,SPEAKER_01,5,80.92971875,95.49284375,14.563125,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,تبقي مشهورة وعندك معجبين والحاجات دي نادراً ما بتلاقي شخص متفهم وعارف يعني إيه يفرق بين شغلك وبين حياتك الشخصية وإنه ده معجب وإنه ده حد زميلك في الشغل يعني قليل اللي عندهم ال,Neutral,Amiguous,Neutral,Neutral,Clear,Female,jannat
